Genes	GO.ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank in classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene10102	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene1144	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene11537	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene122	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene17026	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene18175	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene18482	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene18609	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene18610	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene20003	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene20117	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene2071	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene3683	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene3684	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene4271	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene5062	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene5430	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene5436	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene5691	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene8055	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene8998	GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126
gbgene10123	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene14985	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene14986	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene16235	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene16237	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene16239	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene16240	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene16241	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene17201	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene17825	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene17827	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene17828	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene18205	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene19718	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene19994	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene20154	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene2654	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene2655	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene3154	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene4262	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene4263	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene4264	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene4266	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene4292	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene5736	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene6556	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene6558	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene6774	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene7853	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene9001	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene9002	GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180
gbgene10361	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene10458	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene10827	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene11257	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene11985	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene12919	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene12920	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13547	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13577	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13704	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13852	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13853	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene13854	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene14382	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene14450	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15009	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene1534	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15454	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15455	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene1563	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15697	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15698	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15699	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15700	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15701	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15702	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene15721	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16060	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16114	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16352	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16482	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16529	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene16530	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene1680	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene17089	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene17118	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene17119	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene17120	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene1833	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene18515	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene18694	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene18695	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene18851	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene18993	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene19192	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene19378	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene19379	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene2120	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene2544	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene2610	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene2968	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene3142	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene3143	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene3242	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene3662	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene4283	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene4886	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene5052	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene5156	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene5591	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene5862	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6041	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6043	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6044	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6683	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6727	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene6847	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene686	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene7269	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene8	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene8003	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene8328	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene8696	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene8868	GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012
gbgene10211	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10213	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10214	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10215	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene1035	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10496	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10522	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene10660	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11015	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11040	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11045	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11079	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11335	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene11381	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12038	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12326	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12332	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12670	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12936	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12937	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene12938	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13163	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13318	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13336	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13407	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13796	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13802	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13851	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene1394	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene13942	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene1395	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene1397	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14503	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14545	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14615	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14616	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14617	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14619	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14621	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14622	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14623	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14624	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14625	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14634	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14688	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14825	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14912	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14914	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene14924	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15264	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15292	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15323	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15386	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene1541	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15427	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15538	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15539	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15694	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene15983	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16126	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16151	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16161	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16177	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16179	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16364	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16797	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16894	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene16895	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene17161	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene17365	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene17497	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene17608	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene17612	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene18103	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene18241	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene18597	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene18870	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene19124	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene19302	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene19431	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene19432	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene19573	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2035	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2068	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2239	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2245	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2350	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2486	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2487	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2488	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
gbgene2489	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208
