Genes	GO.ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank in classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP
gbgene6099	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6174	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6176	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6211	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene632	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6537	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6585	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6663	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6683	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6727	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6818	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene6847	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene686	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene7214	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene7269	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene7487	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8328	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8424	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8458	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8574	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8724	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene878	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8868	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene8949	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene9264	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene9905	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbman.GBUE000679-PA.1	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbman.GBUE003256-PA.1	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbman.GBUE006265-PA.1	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbman.GBUE020953-PA.1	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbman.GBUE021241-PA.1	GO:0016042	lipid catabolic process	122	3	0.76	22	0.040	0.040	0.04019	0.0383	0.040	0.040
gbgene12463	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene13170	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene13171	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene13604	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene13605	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene13793	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene1414	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15013	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15227	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15232	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15376	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15377	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15379	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15381	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15382	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene15876	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene16210	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene18454	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene19009	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene19124	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene19786	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene2018	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene2020	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene312	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene6744	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene8215	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene8792	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene8887	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene9399	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene9622	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbman.GBUE004915-PA.1	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbman.GBUE020960-PA.1	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbman.GBUE021385-PA.1	GO:0018990	ecdysis, chitin-based cuticle	33	2	0.21	13	0.018	0.018	0.01777	0.0989	0.018	0.018
gbgene11537	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene13965	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene13966	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene13967	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene13968	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene16871	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene2597	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene2838	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene5691	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene8243	GO:0031034	myosin filament assembly	10	1	0.06	32	0.061	0.061	0.06053	0.0187	0.061	0.061
gbgene10012	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10039	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10051	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10056	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10073	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10099	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10102	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10122	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10129	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10170	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10182	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10183	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10198	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10199	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1020	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10238	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10262	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10263	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10264	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10267	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10279	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10283	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10304	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10363	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10393	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10412	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10417	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10418	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10430	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1045	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10456	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10471	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10521	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10531	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10536	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10540	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10604	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10624	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10672	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10705	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10730	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10740	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1080	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10802	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1081	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1085	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10872	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1089	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10915	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10948	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10975	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene10979	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11072	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11159	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1120	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1128	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11280	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11302	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11307	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11311	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11316	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11320	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11332	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene114	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11412	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11417	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11430	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11432	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11444	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11507	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11508	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11537	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11586	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11613	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11621	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11673	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11678	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1168	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11680	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11681	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11683	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1169	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11694	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11695	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11696	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11704	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11738	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11747	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11751	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11760	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11762	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11767	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11768	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11785	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11789	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11794	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11795	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11867	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11878	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11898	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11916	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1192	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11921	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11969	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene1198	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11980	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11982	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene11986	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12015	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12088	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12104	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12105	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12107	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12122	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12125	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12131	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12138	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12142	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12188	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12191	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12192	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene122	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbgene12210	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
