Genes	GO.ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank in classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC
gbgene16901	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1693	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene16958	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene16959	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene16962	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene16989	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17018	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1705	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17074	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17087	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17088	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17089	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17118	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17119	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17120	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17121	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17160	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1717	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17326	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17378	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17413	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17503	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17616	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17643	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17749	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1775	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17797	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17799	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17813	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene17993	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18010	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18209	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18273	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18292	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18294	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1839	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1840	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18402	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1841	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1842	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1843	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1844	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1845	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18450	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18454	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18461	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18475	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1848	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18495	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18503	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18516	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18573	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18623	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene1866	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18694	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18695	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18865	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene18999	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19009	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19079	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19151	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19177	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19178	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19179	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19180	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19211	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19262	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19281	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19351	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19360	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19367	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19375	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19412	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19436	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19547	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19560	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19638	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19657	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19663	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19774	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19777	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19786	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19787	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19788	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19849	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19850	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19908	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19909	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19934	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene19973	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2001	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20016	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20128	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20151	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2018	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20185	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2020	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20250	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene20306	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2049	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2063	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2085	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2090	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2201	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2218	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2220	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2234	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2235	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2299	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2350	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2387	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2440	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2442	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2538	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2544	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2610	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2626	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2662	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2737	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2791	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2838	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2840	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2841	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2947	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2948	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2949	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2950	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2951	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene2954	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3009	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3060	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene312	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3122	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3132	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3142	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3143	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3188	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3236	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3291	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3310	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3326	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3451	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3467	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3477	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3499	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3516	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3583	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene361	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene363	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene365	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3668	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3673	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3697	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3698	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene387	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3916	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene3921	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4010	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4024	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4240	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4242	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4246	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4276	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4282	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene434	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4349	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4355	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene440	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4448	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4491	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4536	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4541	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4555	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4620	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4629	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4634	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4649	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4668	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4703	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4876	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4891	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4892	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4893	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4927	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4932	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4934	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4935	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4936	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4937	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4984	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene4995	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5022	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene504	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5068	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5069	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5071	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5096	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5097	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5105	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5116	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5138	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5202	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5205	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5207	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5210	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5211	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5251	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5262	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5302	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5327	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5395	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5407	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5408	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5412	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5459	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5490	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5548	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5583	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5592	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5593	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5680	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5708	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5714	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
gbgene5717	GO:0005576	extracellular region	719	18	4.47	5	2e-07	0.0098	0.0098	2.4e-07	2e-07	2e-07
