Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank_in_classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP	GO_ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank_in_classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC	GO_ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank_in_classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene312	23633.8820548739	4.11341565255192	0.697959774201407	5.91420585971238	3.33480594873657e-09	4.36459402570642e-05	GO:0006032	chitin catabolic process	35	2	0.12	61	0.00617	0.00617	0.00617	0.4007	0.00617	0.00617	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene7690	10522.5836109393	-3.7302107392085	0.95864051813335	-5.85806083114393	4.6830312631157e-09	6.12915131716583e-05	GO:0051123	RNA polymerase II preinitiation complex assembly	14	1	0.05	168	0.0464	0.0464	0.0464	0.2258	0.0464	0.0464	GO:0005669	transcription factor TFIID complex	19	1	0.09	27	0.08225	0.08225	0.08225	0.17117	0.08225	0.08225	GO:0004402	histone acetyltransferase activity	24	2	0.13	8	0.00684	0.00684	0.00684	0.92	0.00684	0.00684
gbgene7690	10522.5836109393	-3.7302107392085	0.95864051813335	-5.85806083114393	4.6830312631157e-09	6.12915131716583e-05	GO:0051123	RNA polymerase II preinitiation complex assembly	14	1	0.05	168	0.0464	0.0464	0.0464	0.2258	0.0464	0.0464	GO:0005669	transcription factor TFIID complex	19	1	0.09	27	0.08225	0.08225	0.08225	0.17117	0.08225	0.08225	GO:0016251	RNA polymerase II general transcription initiation factor activity	14	1	0.07	25	0.07064	0.07064	0.07064	0.5833	0.07064	0.07064
gbgene7690	10522.5836109393	-3.7302107392085	0.95864051813335	-5.85806083114393	4.6830312631157e-09	6.12915131716583e-05	GO:0051123	RNA polymerase II preinitiation complex assembly	14	1	0.05	168	0.0464	0.0464	0.0464	0.2258	0.0464	0.0464	GO:0005669	transcription factor TFIID complex	19	1	0.09	27	0.08225	0.08225	0.08225	0.17117	0.08225	0.08225	GO:0017025	TBP-class protein binding	15	1	0.08	27	0.07549	0.07549	0.07549	0.5556	0.07549	0.07549
gbgene11488	1456.2947680305	-4.23899137495747	0.944072346027538	-5.82016632163939	5.87890971637151e-09	7.69431703678703e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene19926	2432.13753625042	-3.46709634869591	0.963552092783544	-5.81730643706595	5.98034494170416e-09	7.8270754597024e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene16058	1106.56613239433	-4.5972475487648	0.806656527873253	-5.78664936593974	7.18042404818408e-09	9.39773899426332e-05	GO:0060179	male mating behavior	92	3	0.31	54	0.00362	0.00362	0.03168	0.5364	0.00362	0.00362	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene16058	1106.56613239433	-4.5972475487648	0.806656527873253	-5.78664936593974	7.18042404818408e-09	9.39773899426332e-05	GO:0060179	male mating behavior	92	3	0.31	54	0.00362	0.00362	0.03168	0.5364	0.00362	0.00362	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene6061	3023.14912105891	-4.37220926790891	0.936637533667339	-5.75872948374215	8.47493927861255e-09	0.00011092000527848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene17382	6746.57002100841	-4.75194890986596	0.893314794419011	-5.75772368611032	8.52557564534765e-09	0.00011158273404631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7151	19.4352996666982	-3.48481427321021	0.586705286594257	-5.73289180261448	9.87326204086303e-09	0.00012922125359081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene2781	99.1237898138534	4.13022583230098	0.720823909151185	5.68827546059626	1.28328703705202e-08	0.00016795660740936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7679	878.292076757758	-4.23375444872394	0.942371274821354	-5.62695459879928	1.83418978110966e-08	0.00024005875855163	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene14859	20037.6581542434	-4.13702262158762	0.945097470310227	-5.62134041006875	1.89481488954886e-08	0.00024799337274415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0042438	melanin biosynthetic process	23	2	0.08	51	0.00269	0.00269	0.00269	0.0386	0.00269	0.00269	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0042438	melanin biosynthetic process	23	2	0.08	51	0.00269	0.00269	0.00269	0.0386	0.00269	0.00269	GO:0070451	cell hair	9	1	0.04	19	0.03982	0.03982	0.03982	0.02083	0.03982	0.03982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0048082	regulation of adult chitin-containing cuticle pigmentation	13	1	0.04	163	0.04315	0.04315	0.04315	0.8667	0.04315	0.04315	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0048082	regulation of adult chitin-containing cuticle pigmentation	13	1	0.04	163	0.04315	0.04315	0.04315	0.8667	0.04315	0.04315	GO:0070451	cell hair	9	1	0.04	19	0.03982	0.03982	0.03982	0.02083	0.03982	0.03982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0060179	male mating behavior	92	3	0.31	54	0.00362	0.00362	0.03168	0.5364	0.00362	0.00362	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2001	6807.29899489881	-4.40934725603619	0.930377607209993	-5.61379294456595	1.9793905092919e-08	0.00025906262985612	GO:0060179	male mating behavior	92	3	0.31	54	0.00362	0.00362	0.03168	0.5364	0.00362	0.00362	GO:0070451	cell hair	9	1	0.04	19	0.03982	0.03982	0.03982	0.02083	0.03982	0.03982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7675	33628.5173307454	-3.81140169540644	0.955777150892236	-5.60946058817324	2.0295820925931e-08	0.00026563170427858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7682	695.72802895626	-3.44008400152817	0.964024057964206	-5.58882590232786	2.28610005074572e-08	0.0002992047746416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15700	1435.24222042501	-4.58034465265674	0.85748997376148	-5.53108435037584	3.18257228888099e-08	0.00041653506116874	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene15700	1435.24222042501	-4.58034465265674	0.85748997376148	-5.53108435037584	3.18257228888099e-08	0.00041653506116874	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008970	phospholipase A1 activity	9	2	0.05	3	0.00094	0.00094	0.00094	0.0194	0.00094	0.00094
gbgene15700	1435.24222042501	-4.58034465265674	0.85748997376148	-5.53108435037584	3.18257228888099e-08	0.00041653506116874	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0052739	phosphatidylserine 1-acylhydrolase activity	7	1	0.04	16	0.03595	0.03595	0.03595	0.1813	0.03595	0.03595
gbgene15700	1435.24222042501	-4.58034465265674	0.85748997376148	-5.53108435037584	3.18257228888099e-08	0.00041653506116874	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	7	1	0.04	17	0.03595	0.03595	0.03595	0.1813	0.03595	0.03595
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0034314	Arp2/3 complex-mediated actin nucleation	36	4	0.12	17	6e-06	6e-06	6e-06	0.5263	6e-06	6e-06	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0034314	Arp2/3 complex-mediated actin nucleation	36	4	0.12	17	6e-06	6e-06	6e-06	0.5263	6e-06	6e-06	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0042147	retrograde transport, endosome to Golgi	53	4	0.18	20	2.9e-05	2.9e-05	2.9e-05	0.0035	2.9e-05	2.9e-05	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0042147	retrograde transport, endosome to Golgi	53	4	0.18	20	2.9e-05	2.9e-05	2.9e-05	0.0035	2.9e-05	2.9e-05	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0042752	regulation of circadian rhythm	98	4	0.33	32	0.00032	0.00032	0.00032	8.4e-05	0.00032	0.00032	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0042752	regulation of circadian rhythm	98	4	0.33	32	0.00032	0.00032	0.00032	8.4e-05	0.00032	0.00032	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0051127	positive regulation of actin nucleation	21	4	0.07	13	6.3e-07	6.3e-07	6.3e-07	0.0175	6.3e-07	6.3e-07	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0051127	positive regulation of actin nucleation	21	4	0.07	13	6.3e-07	6.3e-07	6.3e-07	0.0175	6.3e-07	6.3e-07	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5758	2831.65871655483	-3.99882288787339	0.949538996912482	-5.51104936876592	3.56700647810854e-08	0.00046684980785484	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene13820	3880.97482028006	-4.3410133471846	0.931280142116532	-5.48827386298832	4.05880450347706e-08	0.00053121633341507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
